season,week,franchise_id,player_id,salary,contractYear,status,contractInfo,as_of
2025,13,0031,15873,1.87,2,ROSTER,2024 UFA,2025-11-25
2025,13,0031,16598,1.01,3,ROSTER,2024 4.18,2025-11-25
2025,13,0031,13163,22.63,1,ROSTER,2022 B/R,2025-11-25
2025,13,0031,14669,3.26,1,ROSTER,2025 RRFA,2025-11-25
2025,13,0031,14260,1.9,1,ROSTER,2025 B/R,2025-11-25
2025,13,0031,16846,1.1,1,ROSTER,2025 ERFA,2025-11-25
2025,13,0031,17112,3.61,4,ROSTER,2025 1.09,2025-11-25
2025,13,0031,17115,1.69,4,ROSTER,2025 2.09,2025-11-25
2025,13,0031,17167,0.93,4,ROSTER,2025 5.21,2025-11-25
2025,13,0031,13869,1.86,2,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15361,2.85,2,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15404,6.75,3,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15788,1.86,3,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15869,4.68,3,ROSTER,2025 UFA,2025-11-25
2025,13,0031,13193,4.56,2,ROSTER,2025 UFA,2025-11-25
2025,13,0031,13700,7.2,3,ROSTER,2025 UFA,2025-11-25
2025,13,0031,14157,11.5,2,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15923,3.99,2,ROSTER,2025 UFA,2025-11-25
2025,13,0031,13959,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0031,12676,3.1,1,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15385,2.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15375,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0031,14954,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15752,7.33,1,ROSTER,2022 1.04,2025-11-25
2025,13,0031,15821,5.35,1,ROSTER,2022 2.02^,2025-11-25
2025,13,0031,16586,0.98,3,ROSTER,2024 5.13,2025-11-25
2025,13,0031,16663,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0031,10814,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0031,13172,1.87,2,INJURED_RESERVE,2024 UFA,2025-11-25
2025,13,0032,15350,10.07,4,ROSTER,2024 iEXT,2025-11-25
2025,13,0032,14322,9.66,3,ROSTER,2024 oEXT,2025-11-25
2025,13,0032,15715,3.41,1,ROSTER,2022 2.03^,2025-11-25
2025,13,0032,15853,1.25,1,ROSTER,2022 4.02,2025-11-25
2025,13,0032,15329,9.15,3,ROSTER,2024 iEXT,2025-11-25
2025,13,0032,16239,2.82,2,ROSTER,2023 1.13,2025-11-25
2025,13,0032,14882,18.77,2,ROSTER,2025 oEXT,2025-11-25
2025,13,0032,16414,1.81,1,ROSTER,2023 iEXT,2025-11-25
2025,13,0032,15832,5.35,1,ROSTER,2022 4.03^,2025-11-25
2025,13,0032,16167,1.59,2,ROSTER,2023 2.13,2025-11-25
2025,13,0032,16181,8.83,3,ROSTER,2025 iEXT,2025-11-25
2025,13,0032,12860,1.81,2,ROSTER,2023 iEXT,2025-11-25
2025,13,0032,14835,14.03,3,ROSTER,2024 B/R,2025-11-25
2025,13,0032,16627,3.14,3,ROSTER,2024 1.10,2025-11-25
2025,13,0032,16644,1.51,3,ROSTER,2024 2.13,2025-11-25
2025,13,0032,16593,1.26,3,ROSTER,2024 3.07,2025-11-25
2025,13,0032,13431,2.17,2,ROSTER,2024 iEXT,2025-11-25
2025,13,0032,15363,1.87,3,ROSTER,2024 oEXT,2025-11-25
2025,13,0032,14225,22.99,4,ROSTER,2023 iEXT,2025-11-25
2025,13,0032,16704,1.09,2,ROSTER,2024 4.03,2025-11-25
2025,13,0032,15850,3.41,1,ROSTER,2022 3.18^,2025-11-25
2025,13,0032,13987,1.09,1,ROSTER,2025 ERFA,2025-11-25
2025,13,0032,17137,1.49,4,ROSTER,2025 2.14,2025-11-25
2025,13,0032,17052,1.37,4,ROSTER,2025 3.02,2025-11-25
2025,13,0032,17131,1.15,4,ROSTER,2025 3.14,2025-11-25
2025,13,0032,17049,0.98,4,ROSTER,2025 4.14,2025-11-25
2025,13,0032,17083,2.58,4,ROSTER,2025 1.14,2025-11-25
2025,13,0032,17087,1.87,2,ROSTER,2025 UFA,2025-11-25
2025,13,0032,16346,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0032,15928,1.1,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,17174,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,16063,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,16350,3.71,2,ROSTER,2024 iEXT,2025-11-25
2025,13,0032,15469,3.49,2,ROSTER,2024 iEXT,2025-11-25
2025,13,0032,13115,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,14985,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,14789,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,11150,2.1,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,14358,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,16657,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,16234,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,14207,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,16159,1.1,2,ROSTER,2023 4.15,2025-11-25
2025,13,0032,16269,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0032,16455,2.31,2,INJURED_RESERVE,2025 oEXT,2025-11-25
2025,13,0032,16184,1.86,2,INJURED_RESERVE,2023 2.07,2025-11-25
2025,13,0032,16227,1.0,2,INJURED_RESERVE,2025 R/F,2025-11-25
