season,week,franchise_id,player_id,contractInfo,salary,status,contractYear
2019,21,0008,8742,2019 UFA,1.3,ROSTER,1
2019,21,0008,12301,2019 UFA,0.6,ROSTER,1
2019,21,0008,10269,2019 UFA,2.6,ROSTER,1
2019,21,0008,11010,2019 UFA,0.6,ROSTER,1
2019,21,0008,11795,2019 UFA,1.3,ROSTER,2
2019,21,0008,13914,2019 UFA,1.2,ROSTER,1
2019,21,0008,14384,2019 UFA,0.6,ROSTER,1
2019,21,0008,12250,2019 B/R,7.5,ROSTER,1
2019,21,0008,13711,2019 UFA,0.6,ROSTER,1
2019,21,0008,14489,2019 UFA,0.6,ROSTER,1
2019,21,0008,13778,2019 UFA,1.2,ROSTER,1
2019,21,0008,14612,2019 UFA,0.6,ROSTER,1
2019,21,0008,12173,2019 UFA,0.6,ROSTER,1
2019,21,0008,12736,2019 NEFT,7.73,INJURED_RESERVE,1
2019,21,0008,11707,2019 ORFAN,4.9,INJURED_RESERVE,3
2019,21,0008,14126,2019 UDFA,0.5,INJURED_RESERVE,3
2019,21,0008,11965,2019 UFA,1.3,INJURED_RESERVE,1
2019,21,0008,10722,2019 B/R,10.6,INJURED_RESERVE,2
2019,21,0009,13157,2019 EXT,3.01,ROSTER,4
2019,21,0009,13232,2017 UFA,2.66,ROSTER,1
2019,21,0009,12221,2019 EXT,11.8,ROSTER,5
2019,21,0009,12764,2018 UFA,1.21,ROSTER,1
2019,21,0009,13613,2018 4.13,0.88,ROSTER,3
2019,21,0009,12752,2019 SRFA,8.6,ROSTER,1
2019,21,0009,12231,2019 ORFAN,3.5,ROSTER,1
2019,21,0009,14056,2019 1.01,7.23,ROSTER,4
2019,21,0009,13674,2018 3.08,1.32,ROSTER,2
2019,21,0009,14121,2019 2.04,1.75,ROSTER,4
2019,21,0009,14260,2019 5.03,0.71,ROSTER,4
2019,21,0009,13668,2018 4.02,0.99,ROSTER,3
2019,21,0009,12714,2019 UFA,3.1,ROSTER,2
2019,21,0009,11390,2019 UFA,6.2,ROSTER,1
2019,21,0009,13722,2019 R/F,0.6,ROSTER,2
2019,21,0009,13740,2018 5.07,0.77,ROSTER,2
2019,21,0009,14095,2019 UDFA,0.5,ROSTER,3
2019,21,0009,14224,2019 UFA,1.2,ROSTER,3
2019,21,0009,14067,2019 UDFA,0.5,ROSTER,3
2019,21,0009,12302,2019 UFA,0.6,ROSTER,2
2019,21,0009,14613,2019 UFA,0.6,ROSTER,3
2019,21,0009,12245,Inaugural,6.0,ROSTER,2
2019,21,0009,13632,2019 UFA,2.1,ROSTER,2
2019,21,0009,14435,2019 UFA,0.6,ROSTER,2
2019,21,0009,12266,2019 UFA,0.6,ROSTER,1
2019,21,0009,13611,2018 3.12,1.21,ROSTER,3
2019,21,0009,13756,2019 UFA,0.6,ROSTER,2
2019,21,0009,13777,2019 UFA,0.6,ROSTER,2
2019,21,0009,14234,2019 UFA,0.6,ROSTER,3
